channel,video_id,prod,cat,transcript,start_time,end_time,duration
Marques Brownlee,6CsJZxfZsL0,Earphone,Competitor,i immediately noticed it's even stronger it still crushes that droning low end but now some of the more higher frequencies are better canceled out too appliances whinier stuff human voices too so yeah the last sony's did have world-class noise cancellation but these get even better and we can thank the extra microphones and processor for that now with any noise cancelling headphones and all those mics you also have a transparency mode these have it again and they have 20 levels of adjustment in the app of how much transparency gets through they're really good they are definitely better than the bose but the airpods max are still on a completely different level as far as transparency mode those are the best i've ever heard in any headphones it sounds like you're not wearing headphones you just hear everyone's voices and everything perfectly clearly and these just don't get that good like these just sound like a somewhat muffled version of reality uh especially with voices and the higher frequency stuff even though there is actually a specific enhanced voices toggle it just doesn't quite reach the airpods level as far as hearing your own voice but then for actual musical sound quality they are very similar to last year which is to say excellent and they do have a new 30 millimeter carbon fiber driver and there is still l back support if you have the right combination of smartphone and music source but i think i can safely say if i have an android phone these to me are among the absolute best sounding noise cancelling wireless headphones available again they don't sound as good they're not as full and crisp and balanced as airpods max paired with an iphone but obviously that's just for iphone users that have 550 dollars to burn but yeah there's just something about really good noise-canceling headphones that feels like magic like i can be in a crowded area where my eyes tell me this is a loud area but to hear absolute silence behind a perfectly isolated bass line and hear every detail of a vocal of some song like i'm in a live recording session is so sick that's what makes,246.72,621.843,244.08
Marques Brownlee,6CsJZxfZsL0,Earphone,Competitor,these headphones so good there were some rumors about the battery life getting bumped from 30 to 40 hours which would have been crazy but that's not what happened they are rated for the same 30 hours of battery life as the mark fours and from my experience so far they've right about matched it uh so 40 like would have been nice and amazing but i still think 30 and the use i've gotten out of these is still very good the one improvement though uh is the charging faster charging so you can plug these in for three minutes and get three hours of listening out of it so if you just need to plug in real quick before you go head off to some trip somewhere that's very convenient again it's a travel feature but that's what that's what i want to break this all back down to at the end of the day these are travel headphones and they no longer fold which means they are everything about them is bigger and and more difficult to travel with than the last ones oh and also this this might be minor but i do have to mention it so if you're wearing a mark fours like this and you didn't want to like do the hold to speak or listen to people and you just want to take them off real quick you can do that and then fold them down so they're just facing down and you can do other stuff and they'll just sit here the mark fives if you wear them correctly which is right side left side they don't fold down flat they actually only fold up and that's i'm definitely nitpicking like that's a small thing but for 400 that's another thing that's not in the new headphones that was nicer about the old ones so if you're actually thinking about getting these headphones this is here this is a pretty nuanced recommendation but if you are using an android phone and your bag is big enough and you plan on using these for travel listening to music phone calls if you're working with these all that sort of thing these are going to be amazing you get the sony app you've got all the customization in the world you want to do ldac listening even they sound like very good headphones and,369.12,621.843,223.839
Marques Brownlee,6CsJZxfZsL0,Earphone,Competitor,they work really well so comfortable love these headphones but if you're really anyone else i'm gonna bring back the mark fours again for this i really think you should consider the mark fours of course right because number one they're gonna cost much less they number two actually fold down so if you want them to take up less space in your bag but they're also like 90 of these headphones they sound just about as good um they might not be as trendy or premium looking as the new design but like you're gonna get the same comfort the same battery life really the only thing you're missing out on is the slightly faster charging and what those extra mics and processor get you for noise cancellation oh wait there's extra mics so maybe voice quality too all right so this is an audio test of the sony wh-1000xm4s still a bad name uh sony uh water bottles available at mkbhd.com just so you know also there's some voices in the background there's some various noises but this is it it's okay it's okay for a mic so now this is the audio quality for the wh 1000 x m5 i think it sounds better it definitely isolates the voice a little bit better against the same level of background noise but again the bar was pretty low for wireless headphones this is just generally good for calls for work for stuff where you need a mic built into the headphones alright so my theory is sony saw what bose did with the 700 headphones with this new sliding design the magnet in the case and they said all right we can do that too and we'll do our own version of it and so they did an even bigger version of the same thing sliding design magnet in the case and everything and i'm slightly annoyed by the much bigger footprint here but i mean let's be real these are really good really comfortable premium noise canceling headphones for 400 bucks with a terrible name as we'd expect from sony but that's about what we'd expect it's good all right that's been it thanks for watching catch you guys the next one peace,480.8,621.843,252.31900000000002
Marques Brownlee,bInJjmH31Hk,Earphone,Competitor,[Music] what's up mkbhd here sony wh-1000xm4 these are those and you couldn't tell just by looking at them because they look almost identical to the mark iii's from the last generation but that's totally fine because no one really had any major complaints with the mark iii's at least i didn't i crowned them my active noise cancellation kings but now here they are these are the mark fours they are the same price 349 and sony smartly took the if it ain't broke don't fix it approach and basically just addressed all the small little requests that people like me had with the last generation it's like they lined up all their little nitpicks and knocked them all down so okay what was left to improve well number one my biggest request was multiple device support and it took them two years but they finally did it and they've added multiple device support to the mark iv so the ability to pair these headphones actively to more than one device at once it might sound like kind of a niche thing but it's such a big deal if you have your headphones paired to your computer and your phone at the same time or your tablet and your phone at the same time you're listening to music on one thing you get a phone call on the other and it just seamlessly automatically switches then you hang up and go back to music and it switches back it's just so much better of an experience than going into bluetooth settings unpairing then repairing manually every time so that's number one and it's actually been improving over time when i first got these headphones it didn't really work very well at all,0.54,621.843,180.578
Marques Brownlee,bInJjmH31Hk,Earphone,Competitor,but they've been getting software updates and through the sony app they've gotten better so it's fixed itself up over time and we'll probably continue to get updates and hopefully keep getting better in the future so with that by itself to be honest they probably could have stopped there and i would have been happy that's all i really wanted but number two they also made the noise cancellation better than on the mark iii's now i crown the mark iii as my active noise cancellation kings because the noise cancellation and sound quality was so good on them that i picked them over better looking better feeling cooler headphones like the surface headphones because of it and this is better so the mark iv is again sound incredible super clean and bright and full with all the same noise cancellation controls in the sony app like before all your eq settings but now the noise cancellation cancels out slightly more of some higher frequencies too so it's always been amazing with low frequency homes stuff like airplanes and trains and rumbles that you've already known but now with things like dishwashers and cars and even people's voices it cancels more of those out too now i can't necessarily tell a difference immediately between the threes and the fours as far as noise cancellation it's not like a reason to buy the force but i did notice that typing on my mechanical keyboard which has brown switches the clacking was generally canceled out really well and bottom line here is you're not going to find a better pair of noise cancellation headphones just as far as pure isolation and sound quality so if there's a better,93.84,621.843,184.23999999999998
Marques Brownlee,bInJjmH31Hk,Earphone,Competitor,one out there i haven't found it yet it's like being in another dimension sometimes there's also technically some very slight physical adjustments to the dimensions too the cushions are 10 larger so that's technically an improvement and also if you look inside the left ear cup you'll see a proximity sensor and that's for the wear detection feature that i'll get to in a second but actually believe it or not this helps me find which was the left and right ear cup a little faster but the one that really matters is the new mics so the mark iv now has a better mic pattern with five microphones for better call quality and better voice recognition so i've never really thought the microphone quality of wireless headphones was that amazing to begin with like as long as they work you can hear my voice that's fine but these actually have five microphones built into them now which is an improvement and so apparently they can cancel out background noise is better you can hear my voice a little bit more isolated so as long as that's true then that's also nice if you fire up the sony app there's again some nice convenient features in here enabled by the sensors and mics on the headphones you may never use these or you may be like me and use some of them some of the time but i'll go in order of coolest to most gimmicky here so wear detection is unique to the mark fours thanks to the added sensor in the left ear cup so with that in the sony headphones app you can tell it to pause music when you take the headphones off and turn the headphones off after they've been off of your head for a while to save battery which is smart you can also now while the music is playing put your hand over the right ear cup like that and it will drop the,185.599,621.843,180.15900000000002
Marques Brownlee,bInJjmH31Hk,Earphone,Competitor,music way down turn noise cancellation off pass through and amplify voices so in theory if you want to talk to someone while keeping the headphones on you don't want to have to do the whole on off thing you can just pull one of these and you're talking to someone i think that's maybe useful sometimes on public transit or on an airplane if we ever get to do that again if you just want to talk to someone real quick but as soon as you take your hand off the music comes right back and the noise cancellation is back on and you're right where you left off so that's all right and it's fast like i think that makes a big difference to actually using the feature if i put my hand there and you have to wait a second for it to kick in that would be kind of disappointing as soon as i put my hand there boom i'm listening to people but then maybe the most gimmicky feature is the speak to chat function which basically will use the mics and i guess other sensors in the headphone to be able to tell when i start speaking and when i do start speaking it will pause my music turn off noise cancellation and amplify voices so i'm wearing the headphones listening to music i start talking it pauses the music and now i'm having a conversation through the headphones and i guess that's fine it works it was surprisingly effective at not accidentally doing it when i wasn't talking but you know if someone walks up to me and starts talking i go what and then the music pauses and then i'm talking to them,275.759,621.843,160.721
Marques Brownlee,bInJjmH31Hk,Earphone,Competitor,now the music is paused and i have to play it again or go back into the settings to turn the noise cancellation back on and you can you can tell it in the settings to turn that automatically off after 15 seconds 30 seconds or 60 seconds but generally this wasn't a feature i found myself wanting to use very much so you can turn it on but i turned it off overall though these are basically my ideal headphones you know i think the design could be cooler if it had dials on the side like the surface headphones or maybe some more cool colors like a matte red or something like that but generally this same matte black understated design is totally fine with me the same touch pad on the side that's cool the same google assistant or amazon alexa trigger from the custom button on the bottom it's fine the same case they came with is also fine i have a designated place in my backpack for them and there's just really nothing fundamentally wrong with these headphones at all and i very much appreciate that about them so it's pretty clear these are great and they're easy to recommend but a nice bonus of these existing now is that the mark threes i've seen on sale as low as about 250 bucks so i'll leave a link to those below as well they again won't have multi-point support so if you don't need two paired things at once this could be a nice discount i'll have that linked below but again the mark iv is pretty sick so thank you sony for making this such an easy review thank you to the histogram t-shirt for sponsoring this video shop.mkbhd.com and thank you for watching catch you guys the next one peace,356.08,621.843,196.559
Marques Brownlee,QZgIArBFmmE,Earphone,Competitor,hey what's up guys I'm Kim PhD here so a pretty general theory I've had going for a while now is every product category that's well established enough has a go-to like an easy to recommend checks all the boxes safe bet straight shot right down the middle like if you want a mouse there's the Logitech MX series that's been around if you want a microphone the Shure sm7b is like the standard for phones it's like the iPhone now this doesn't mean that this is the one for everyone in fact it usually isn't for everyone you use that as a sort of a starting point and then when you find the the values you have and the things you like then you Veer off into the Alternatives that you might pay more for but there's always that starting go to and so for wireless earbuds that aren't airpods the go-to is the Samsung Galaxy buds Plus for sure 100 and they should be now that doesn't mean they're perfect that doesn't mean they're for everyone but they check all of the fundamental boxes that make them incredibly easy to recommend and enjoy they're pretty great so what's so great about these 150 dollar wireless earbuds well when you look at what you want from these they got to be small check they got to be lightweight check they got to fit in your ears and that's a check for me they do fit well in my ear comfortably thanks to the rubber tips unlike air pods and they actually create a sort of a passive seal now they're not active noise canceling but you know at this price you,2.48,621.843,170.67900000000003
Marques Brownlee,QZgIArBFmmE,Earphone,Competitor,don't really see that that much but the seal is actually enough that I don't miss it that much and I realize everyone's ears are different so you know different people will have slightly different fits but I was really impressed with the fit of these earbuds and how snug they are in my ear now I'd personally still rather have an active noise cancellation version of these that's for my values and what I like like so if they made that like a pro version I'd be super cool with that but even just putting these in my ear I feel like I'm talking louder because they create that seal and dim down the environment and by the time you start playing music you don't really hear much else so for flying and mass transit and construction and Loud stuff maybe this isn't the way to go but generally for everyday use pretty good so they're comfortable then they have a legitimate Best in Class 11 hour battery life for music listening which is mostly what I do with earbuds and that's great and fast charging but honestly being able to go a full week of casual listening and not having any battery anxiety till like the last day of the week is awesome and then speaking of charging the case these sit in are also pretty textbook you can't forget about the case it's small and slim it's just as pocketable and lightweight as airpods and it has USB type c for charging and it's also capable of wireless charging if you want to put it on the back of your phone or on any,88.5,621.843,158.281
Marques Brownlee,QZgIArBFmmE,Earphone,Competitor,wireless charger it'll do that too and it even has a nice hinge weight and magnets for the lid to open and close with a satisfying click it's maybe not quite as satisfying as pixel buds but that's a pretty good click the buds are built well they have this sort of a rubber fin around the outside that helps them seat in your ear instead of like one little piece poking out that can get kind of painful and I found that this was enough to stay in my ears really well not quite as locked in as say the jaybirds with the full-on wingtips on those things but locked in enough that I felt comfortable working out in them it had no problems they stay in my ears and speaking of working out these are ipx2 rated so some sweat is fine now I still I would say they shouldn't be dedicated workout headphones like maybe Power Beats or anything ipx7 certified but if you wear them every day and you like happen to step out and sweat while wearing them or do a quick workout they are fine and then the touch controls are also really simple both earbuds have that pretty large touchpad surface and that's where you play pause that's where you fast forward accept calls long press first assistant all that stuff I've been using them with my OnePlus 8 Pro so they call Google Assistant not Bixby but they work fine with any Android phone or iPhone for that matter but they do work a little bit better with a Samsung phone because then you can get the Galaxy buds app and that gives you a little more,167.58,621.843,168.898
Marques Brownlee,QZgIArBFmmE,Earphone,Competitor,control over customizing media controls and Ambient sound pass-through but generally even without that app they've been Rock Solid no connection issues even walking across the studio leaving my phone over here having them in my backpack no problem and then the sound from these guys was really quite good I was very impressed and happy with the sound from these they have what I would call a very full sound they have a big rich full bass crisp clean mids and highs no background hisss these are tuned by AKG and they're proud to put their name on it and I can see why the only complaint I could see coming from a different pair of earbuds or headphones is these may actually feel a bit bass heavy if you're not used to all this but they can turn that down in the EQ quite easily but I'll tell you right now I won't be doing that I listen to a lot of music and the way they sound out the box is great it's already great for music I think I'd go so far as to say these are the best sounding non-noise canceling wireless earbuds I've tried this is the truth right now honestly it makes me kind of wish I brought them out on the channel sooner I don't really have anything bad to say about these but I'm gonna nitpick because that's what you do and that's how you get products to be better the next time around I'm sure Samsung was working on a next version of these so what I'll say is these don't really look that great to me I feel like they could do with a little bit better of a design I mean I guess almost none,251.879,621.843,165.422
Marques Brownlee,QZgIArBFmmE,Earphone,Competitor,really look that great but to me pixel buds do look really good and I love the colors I wish airpods did colors too like this but I don't know for some reason it looks like it feels like cheap plastic to me I think maybe a matte finish that the more premium ones got going on looks better and I think that could have saved these a bit too but look Galaxy buds Plus it's the go-to just remember the name you know they the battery life I think is their best feature and that's a nice relaxing comfortable feature to have be really good but the sound is really good the fit in my ears is really good the microphones are pretty good and then the case is great just checks all the boxes so it's like now that you know about these you might decide oh okay what I know I like I want to spend more because I want noise cancellation and then you can go get active noise cancellation you spend a bit more and there's plenty of options for those like the Sony is an airpods Pro or you might go you know what I like these but I also want them to be more workout focused headphones then you go for something with better waterproofing or more of the wingtip fit in the ear stuff like the Jay birds or Powerbeats so there's other headphones that do plenty of things better than these but if there's anyone out there wondering what's the de facto set of non-air PODS wireless earbuds there you go Samsung Galaxy buds plus now you know so there you have it thanks for watching catch you guys in the next one peace,334.68,621.843,168.4
Marques Brownlee,48bK3mmjgRE,Earphone,Competitor,hey what's up guys mkbhd here so wireless earbuds if you're going to get rid of the headphone jack you might as well make them good right but as far as like the de facto standard wireless earbuds for android you'd think google would make the best ones and when they finally got rid of the headphone jack in the pixel they did make the first pixel buds but they weren't that good they were pretty disappointing honestly they had the cable between them they had missing features they weren't very comfortable so i never really recommended them but now these these are the new 2020 pixel buds maybe you've seen them by now and they are way better they are miles better than the previous ones that wasn't a very high bar to clear but they vaulted so far up they're now in my top three favorite wireless earbuds period so i'll share that list at the end of this video but let's talk about what they did so much better and why so the big bullet points for these are they're 179 they have a five hour battery life and they don't have noise cancellation so actually on the surface with just those specs they're not that impressive at all right you know pretty average battery life and no noise cancellation like some of the other premium buds so what makes them so good and honestly it's just that they nail all the fundamentals like really well and they've just been rock solid to use so you can start off with the case here it's a sweet soft touch matte finish and i like this white one and it's got a black and white contrast like a like the panda pixel basically there's matching lights one on the inside and one on the outside and the buds just go right in and snap satisfyingly into place with the magnets pretty easily and they're strong magnets so they're easy to get out but once you snap them in they're not going anywhere and it's got this satisfying snap shut with the magnets and the hinge a lot of them have this but not all of them do the old fabric ones definitely didn't so this is sweet and it's just small it's just a little small little pebble case it's really pocketable it's around the same size same volume as an air pods pro case if you've seen that before and it's just as thin so on the spectrum of different case sizes for wireless buds these are really nice that makes a big difference for me as far as,2.96,621.843,256.72
Marques Brownlee,48bK3mmjgRE,Earphone,Competitor,how often i want to carry them around and actually use them basically if they can fit in the tiny pocket inside the main pocket in my jeans i'm in i'll carry these but then on top of all of that it's a usb type-c port on the bottom for wired charging and there's also wireless charging so you can drop them on a wireless charger where the coils line up like this nomad one or any flat one but ironically not the pixel stand by google or on the back of any phone that supports reverse wireless charging okay pause just that right there just in this new case is a lot more than many other wireless buds can say you know so many times the case is too big or it's not a high quality build like this is a nice case wireless charging usb type-c all this together that's nice so then we get to the buds these are also white if you want to go a little more low-key there is also a black version and some other colors coming soon but they're also very small to the point where the super low profile in my ear is a nice selling point they don't stick out very far at all like it basically just looks like a little disc in your ear there's no stem and they stay in my ears really well thanks to these little mini wingtip things now these are permanently attached to the buds so they're part of the actual earbud unlike some of the jaybirds i've liked in the past that are much more adjustable and you know everybody's ears are different so it's hard to say if this will work for everyone but they're a great fit for me you set them in place and you just kind of twist them into your ear and they lock into your ear and they're not going anywhere and comfort is also very good i'm using the medium sized rubber tips that came with them and they work great the longest i usually have you know headphones in in a row is maybe three or four hours tops for like a flight or something and that's that's about as long as i'd wear these although i know some people keep their headphones in like all day to work in a coffee shop and i think that's pushing it for these the wing tip at that point starts to feel like kind of a pressure point but as far as others i've tried the rock solid lock in my ear and the shape of them is great and again way better than,131.68,621.843,241.35999999999999
Marques Brownlee,48bK3mmjgRE,Earphone,Competitor,the previous pixel buds but then the other scenario for me is working out in them and i've gotten really picky about workout headphones and i tried i did i worked out in these i went running in them and they stay in my ears 100 that's true but i still prefer the jaybirds with the bigger soft wingtip those just feel more secure and comfortable in my ear but if you do want to double these as workout headphones they do stay in the ear and of course the upside is the pixel buds are also ipx4 water resistant so if you want to go work out on them they'll survive some sweat or some rain if you go running outdoors so all that is great so how do they sound that's the big question with these a lot of people have had some mixed opinions on them to keep it perfectly simple they sound pretty great i'm a fan of the sound these guys have 12 millimeter drivers that give great detail and volume even some impressive instrument separation if you're just like sitting still and just listening which i did for a while no weird issues or anything with the sound and they're compatible with a great variety of stuff now i think the downside some people will have is the bass is lacking a little bit of punch you know it's a little bit lighter on the bass now this is fine for watching videos and phone calls and podcasts but a lot of people are used to more bass when listening to music you know if you've come from like beats or something else with heavier bass so you might prefer a bit of a different sound now this is typically where i'd say okay go ahead and head into the eq and add some bass back but there is no eq built into the pixel buds app so that's definitely something to keep in mind if you know what kind of sound you really like but i think the main thing to keep in mind here as far as sound is these are not active noise-canceling headphones uh they are what's called passive noise isolating which basically just means uh the physical seal that it makes in your ear is all you get and i guess really i don't mind too much that they don't have it like it would be nice you know on one hand the noise cancellation i've heard from the 2 to 300 350 earbuds like airpods pro sony wf-1000xm3s you know those those more,252.64,621.843,246.95800000000003
Marques Brownlee,48bK3mmjgRE,Earphone,Competitor,expensive ones it's really nice and they sound better but these do undercut them quite a bit in price so i guess i can't be too mad especially when i do everything else so well okay extra features so there's a lightweight pixel buds app that you install during the setup process when you first pair these buds on your phone and you get some nice little extras down in there first of all it lays out and lets you learn all the swiping and tapping controls on the buds works on both sides for media and they're pretty easy to learn swipe forward or backward for volume one tap to play pause two taps to skip forward triple tap to go back and a long press to pull up google assistant i found this pretty intuitive the only downside is the buds are so small that you know when i was first learning these headphones i would like miss the earbud and i'd like kind of hit the back of it and almost knock it out of my ear when i'm trying to swipe uh but i've gotten used to that over time and let me tell you having the google assistant in your ear all the time pretty sweet you just say the keyword i'm not going to say it out loud but you just say that and suddenly you're asking it questions all the time and there's just something that feels like the future about putting your finger up to your ear like an fbi agent and just asking it a random question and getting an answer in your ear even if i do just keep asking it the weather over and over again i love it there's also a feature called adaptive sound which is basically supposed to change the volume of your media automatically based on the loudness of the environment you're in but i haven't been in an environment loud enough to see if this really works well so i don't know i just leave this off and i swipe to change the volume myself and the awesome case i talked about also does quick charge so if you find the battery is about to die and you have a little bit of a quick break pop them in the case for 10 minutes and you get two more hours of listening time out of it and that gives you a 24 hours total with the buds and the case battery when it comes down to it i really like these earbuds i think they're enough to to turn me into the wearing earbuds everywhere i go guy you know i've never,375.919,621.843,250.16000000000008
Marques Brownlee,48bK3mmjgRE,Earphone,Competitor,really been that person you see people walk around with airpods like 100 of the time um i guess it's something about this quarantine life of being able to walk around the house with your earbuds in but your phone's upstairs but you can still call up the assistant and listen to a podcast it's kind of nice and as a bonus there is no noticeable bluetooth lag when watching videos with the headphones or playing games or anything like that which is awesome and you constantly also know your battery life thanks to the app which may give you a bit of anxiety but i find it helpful but it really just nails the fundamentals across the board biggest downside i think is no noise cancellation but you know for people who have used passive noise isolating earbuds before we know if you turn the volume up loud enough you can't really hear anything else around you anyway i wouldn't fly with these because it doesn't have noise cancellation but that's just me also the battery life is average-ish and i think if they did do noise cancellation with these the battery life would have gotten even worse and that would have been pretty bad maybe later they'll do a some next-gen or a more premium pixel buds pro and they'll be 279 and the noise cancellation and bigger battery i could see that but until then these new 2020 pixel buds nice uh there are some of my favorite airpods right now right alongside i'll go this is top three along with airpods pro and galaxy buds plus from samsung they are above the sennheisers that i love so much even though the sennheisers sound better um because this is so much smaller and more portable and more likely for me to use it so well done google thumbs up for the pixel buds this is my review unit i'm gonna be sending it back but i will be buying a pair and i think making them my everyday headphones um but let me know what you think are you are you a headphones everywhere kind of person and if so would you get pixel buds or let me know what you think in the comment section below thanks for watching catch you guys the next one peace,501.199,621.843,238.96
Marques Brownlee,DAxj9CjczXw,Earphone,Competitor,hey what is up guys mkbhd here and this is the bose quiet comfort 35 the qc35s these are the successor to i guess pretty much the gold standard for premium noise canceling headphones at this point which is the bose qc25 these are obviously you know they're red and black so they've got some color going on with them but these have been my go-to for you know train rides and flights for the past couple years so naturally when you get a successor to them you kind of have to wonder you know what's different about them and are they worth the difference in price on amazon right now the qc 25 are 300 bucks and the new qc35 are 350 bucks now in a pair of really premium noise canceling headphones you look for a couple things build quality comfort sound quality and then of course how good the noise cancellation actually is now build quality is just fine here it's nearly identical to the qc25s they're a pretty overall lightweight pair of plastic built headphones pretty flexible and that's actually what makes them so comfortable that they're so light and flexible and along with the super soft foam on the top band and the super soft leather ear cushions that go over your ears all this combines together to make,2.48,621.843,142.321
Marques Brownlee,DAxj9CjczXw,Earphone,Competitor,them really comfortable if anything the qc35s are just a little bit heavier than the 25s since there's now a small rechargeable battery in them now but you probably won't notice that so wearing these headphones for long periods of time like a long flight is still no problem comfort is a huge plus for these now since they're wireless you do have a couple other things to worry about and those are the controls and battery life controls have moved from the inline wire and mic on the qc25s to buttons on the back of the right ear cup here and they're all the same so the play pause controls the volume up and down skipping tracks etc and they're all pretty tactile quality buttons which is important when you're pressing them blind and battery life is also top of the line now i've only had these for the past couple days of about the past week or so but the 20 hour active battery life seems to hold up now every time you turn them on it tells you when the bluetooth is paired and it also gives you the battery percentage of what's left so when i turn it on last i had was 63 so i feel like i could finish out the rest of the week with a lot more heavy listening of these and not have to,74.24,621.843,129.119
Marques Brownlee,DAxj9CjczXw,Earphone,Competitor,charge it till the weekend so that's good and i feel like if you could listen to pair of headphones for the entire week and charge it once a week with a lot of heavy listening you pretty much don't have to think about it that much so battery life is another strong point with these now sound quality is pretty much exactly the same as the qc25s which is to say pretty good but nothing spectacular it's nothing that's going to blow your mind at all it's just like a normal pair of closed bag headphones you aren't buying these to monitor for music production or anything like that they're obviously very vibrant and colored and i'd put them on par with other 150 to 300 headphones in terms of clarity and detail but again it's wireless so that's nice and it actually comes with a wire in the box on the bottom of these headphones you have a micro usb charging port on the right ear cup and yes you do get that mini cable and a three and a half millimeter headphone jack on the left ear cup and that wire is included to either plug it into something that doesn't have bluetooth and just listen to them like normal headphones or plug it in and use the headphones without noise cancellation so if you just want regular,138.879,621.843,120.72000000000003
Marques Brownlee,DAxj9CjczXw,Earphone,Competitor,listening with no noise cancellation you have to do it through the wire but you can't do it wirelessly and then the noise cancellation itself bose does this pretty much better than anyone else it's kind of what they're best at there's microphones as you can see all around the outsides of the headphones to pick up outside noise and frequencies and just cancel them out so if you've heard bose noise cancelling headphones before you know exactly what i'm talking about it's great for flights it's great for loud environments trains buses basically anytime you want to cancel out the outside world and just hear your audio just listening to your music isolated i mean that's why you buy noise-canceling headphones in the first place so i'm happy to say that bose has put together a complete package here with the qc35s they'll be replacing my qc25s uh it even has things like nfc built in for quick bluetooth pairing by tapping it to your android phone so that was convenient and there's the carrying case as well that's pretty similar to the one the qc25s had since they fold up the exact same way plus they carry extra cables now too and again that's ideal for traveling and just tossing the headphones in a bag or a backpack or,198.879,621.843,131.04
Marques Brownlee,DAxj9CjczXw,Earphone,Competitor,something and there's the flying adapter too since they know that people use these a lot on planes so coming back to that price difference basically if you want to have specifically noise cancelling wireless headphones then you have to pay the extra 50 bucks to go with the 35s but if you just want noise cancelling headphones and you don't really care about the convenience of having no wire then this is just fine the 25s are functionally pretty much exactly the same as the qc35s no wire slightly shorter battery life single aaa battery also has a wire 50 bucks cheaper for the 25s that's your breakdown but bottom line is if you're looking for noise canceling headphones in general in a premium sort of 300 price range you should have these on your short list either way that's been it thank you for watching if you have any other suggestions for headphones or audio products or anything else tech related you want me to take a look at feel free to leave it in the comments section right below that like button and i'll be down there answering your questions as well that's been it thanks for watching and i'll talk to you guys in the next one peace,267.12,621.843,125.841
Unbox Therapy,stJd03ZnRwE,Earphone,Apple,we're talking about apple products though and this came open right away oh yeah it's a better fit than the regular airpods for my ears check the look sick not the strongest connection which might be the sweet spot i don't know oh we have volume it's really weird that it's there's a lot of cross over here who who who said they're almost the same we have some air pods today the new airpods that's the confusing part isn't it airpods third generation not pro they still have the pro they still have the second generation these are the third generation a slight improvement over the second generation but you're gonna pay more money i have the canadian price on this particular package 239 dollars so it's still a premium price who's it for it's for somebody who wants some of the pro features without an ear tip style design this also has the magsafe charging case which i think is a pretty cool improvement for convenience and such so this can just snap onto apple's magnetic magsafe there's a thing going on with the word magsafe and how it applies to the variety of magnetic apple products because there's like iphone magsafe and then there's the new mag safe charger which is really kind of like the old magsafe charger for the laptops anyway point being is you can magnetically charge these which is a nice touch as well oh also i have new uh later case just like this one airpods third generation 100 dupont kevlar same fit as this one so you can pick that up order that up if you're going to be getting the third generation airpods and another quick preview before i jump into the box i got the new g-shock watch smartwatch android wear i haven't worn a g-shock in a long time but if you've been around the channel you know i used to love these things wear os by google plus casio g-shock rugged and stuff gsw h1000 made in japan so that's a bonus round after we do the airpods now the shape of it they change so even though it's not interchangeable ear tips it is a sort of a more bulbous looking shape to it still has your toothbrush stem looking situation however the stem is a little bit shorter on this one as well easy unboxing experience you know how this goes zip and zip also come with spatial audio so airpods 3 are going to have the spatial audio feature from the airpods pro standard airpods never had it however active noise cancellation continues to be the biggest difference that's going to be exclusive to the pricier model with the pro designation you've been using the airpods pro recently any thoughts on that i love them oh my god the noise cancellation is amazing noise cancellation he says amazing he's trying to get mo out of his life at least the noise that mo is making which is frequent and constant maybe the dog moe's not that loud himself a little bit of paperwork inside the package touch controls obviously on the side of the stem play pause skip tracks and siri if you'd like to use it the case is a little bit,0.32,621.843,388.03700000000015
Unbox Therapy,stJd03ZnRwE,Earphone,Apple,larger than regular airpods as you can see but not quite as large as the pro model that's interesting we peel this and this came open right away still going to have your lightning connector on the bottom for charging it up you're still going to have your led on the front it's all very familiar look at the two-tone black and white look pull out the pro bud and pull out the third generation bud they're so comparable in appearance that's crazy it's almost like the new third generation bud is simply missing the nozzle and that's it if i pull off the little adapter in-ear adapter look how similar those look the pro model versus the third generation although the speaker portion the port is larger on the pro model still and actually the entire earbud is larger on the pro model still let's try this on let's get an idea of some comfort here right left now one benefit of not having a nozzle like this is you have a fit that's a i don't know what to call it more of a casual fit if you're going for the opposite end of the spectrum from noise cancelling maybe more towards transparency then this is just naturally more transparent because it's not sitting in my ear canal so i can even hear myself speaking i never had trouble with the original air pods and the fit there but some people say it falls out of their ears you were complaining about that in the past i don't think anything's really going to compete with the pro model for fit because it's in the ear canal oh yeah it's a better fit than the regular airpods for my ears yeah this this is this is loose this is more loose it's a smaller it's a way smaller earbud where's the charge pad the apple charge all right well well moe goes to get the uh the magsafe charger so we can look at the connection of this thing also in the package you have a typical traditional cable option on this end it's still going to be lightning now as far as the case is concerned let's see how that fits on well no adhesive necessary it's a friction fit so that just goes bang like that and you still have access to the button and bingo check the look sick okay so we have the apple official magsafe charger this is just going to stick when it gets there you see the orange light comes on it's charging it's not the strongest connection but it doesn't really have to be because you're not really going to be using the case while it's on there not like the phones which have to make a sort of stronger grasp because you're going to be using the phone and yes it does work as well with the case on it still sticks oh and charges i also think with this new design they're going to get a little bit less disgusting i don't know why that is but like with the earwax and stuff the in-ear is going to be the worst for that these were kind of bad for that because they had a really small nozzle as well this one with the like bigger opening i think it's going to be easier to clean it out and get the debris out of there that's,197.44,621.843,358.96099999999996
